rating,comment,sentiment,clean_comment
5,lampu indikator status batre kecil ternyata... tidak seperti digambar... barang berfungsi dengan baik... recommended...,positive,lampu indikator status baterai kecil nyata tidak gambar barang fungsi baik
1,"beli f9-47 ga bisa di pake di cas juga ga bisa, udah komplain tapi ga di bales",negative,beli tidak pake cas tidak udah komplain tidak di balas
5,barang sesuai pesanan penjual ramah & respon express trima kasih bossku sukses selalu....,positive,barang sesuai pesan jual ramah respon express terima kasih bos sukses selalu
4,packing aman dan cepat delivery nya.,positive,packing aman cepat antar
5,"suara nya lumayan bagus, ngebas suaranya",positive,suara lumayan bagus ngebass suara
5,ok,positive,ok
5,bagus batlrangnya trima kasih,positive,bagus barang terima kasih
5,headset nya lumayan cuma kalau di pakai lama bikin sakit telinga,positive,headset lumayan cuma kalau pakai lama bikin sakit telinga
5,"packing rapi, lumayan lah sesuai harga",positive,packing rapi lumayan sesuai harga
5,sesuai order,positive,sesuai order
4,"ditest dengan menyambungkan ke hp melalui bluetooth tapi belum connect. sementara diisi dulu dayanya, mudah-mudahan bisa connect.",positive,tes sambung ponsel lalu bluetooth belum connect isi dulu daya mudah mudah connect
5,mantep jernih suaranya,positive,mantap jernih suara
4,cukup lah... semoga berfungsi...,positive,cukup moga fungsi
5,keren buat bocil akil namanya,positive,keren buat bocil akil nama
3,sebelah kanan touchscreen tidak fungsi.,neutral,belah kanan touchscreen tidak fungsi
5,"terimakasih , manteb banget",positive,terima kasih mantap sangat
5,packing aman. berfungsi baik,positive,packing aman fungsi baik
4,sudah sampai dgn baik... kualitas barang lumayan sesuai harga berfungsi dgn normal -minus engsel renggang,positive,sampai baik kualitas barang lumayan sesuai harga fungsi normal minus engsel renggang
5,kualitas bagus,positive,kualitas bagus
5,pesanan diterima dengan baik,positive,pesan terima baik
1,suka mati sendiri,negative,suka mati sendiri
1,batre cepat habis sama bloetoot putus putus sebelah.,negative,baterai cepat habis sama bluetooth putus putus belah
5,suara kurang ngebass tapi gapapa sesuai harga 👍,positive,suara kurang ngebass gapapa sesuai harga
5,barang bagus dan tidak ada yang rusak,positive,barang bagus tidak yang rusak
5,worth the price and quality. not bad. recommended for low budget,positive,harga the harga and quality tidak bad low budget
5,barang oke meskipun kabel bawaan ga jalan buat cas tapi overall suara segitu oke lah,positive,barang oke meski kabel bawa tidak jalan buat cas seluruh suara segitu oke
5,alhamdulillah bagus,positive,alhamdulillah bagus
5,barang sesuai ekspetasi terima kasih!,positive,barang sesuai ekspektasi terima kasih
2,"tutupnya ngampleh, barang jelek parah, dusnya penyok",negative,tutup ngampleh barang jelek parah dus penyok
5,barang sdh sampai mantab fungsi semua terimakasih toped,positive,barang sampai mantap fungsi semua terima kasih tokopedia
2,"wadah earbuds tanpa dicas gabisa dibuat cas earbuds, dan yang kayanya bisa dibuat pb juga ternyta fake, lumyan waduh si",negative,wadah cas tidak buat cas yang kaya buat power bank nyata fake lumayan waduh si
5,"suaranya bagus banget, sesuai sama harganya",positive,suara bagus sangat sesuai sama harga
5,mantapp suara jernih walau gk terlalu ngebass but not bad,positive,mantap suara jernih gak terlalu ngebass but tidak bad
5,"barang sesuai order, packingan rapi, dan pengiriman jg cepat. recommended seller",positive,barang sesuai order kemas rapi kirim cepat jual
5,mantap jiwa,positive,mantap jiwa
5,mantap barangnya,positive,mantap barang
5,"rapi packingnya. produknya bagus, sudah dicoba, bass nya lumayan, suaranya jernih, tp kalau dibawa naik motor sih suka putus² sinyalnya, padahal lagunya off. tp lumayan l...",positive,rapi packingnya produk bagus coba bass lumayan suara jernih kalau bawa naik motor sih suka putus sinyal padahal lagu mati lumayan
5,"sesuai deskripsi, tau dari review bang david gadgetin",positive,sesuai deskripsi tau review bang david gadgetin
5,"pengiriman lebih cepat sampai dari pada estimasinya, suaranya mantap",positive,kirim lebih cepat dari estimasi suara mantap
5,"sesuai estimasi, adminnya ramah menjelaskan cara menghidupkannya best pokoknya",positive,sesuai estimasi adminnya ramah jelas cara hidup best pokok
5,"barang diterima dengan baik dan tepat waktu. earphone bagus dan berfungsi baik sebagaimana deskripsi, testing jarak 10 meter masih berfungsi bagus. terimakasih ya",positive,barang terima baik tepat waktu bagus fungsi baik bagaimana deskripsi testing jarak meter fungsi bagus terima kasih
5,"pelayanan nya ramah dan respon nya juga cepet,barang nya bagus enak kalo buat main game👍",positive,layan ramah respon juga cepat barang bagus enak kalo buat main game
5,"wkwkwk lucu banget 50rbuan dapat tws dan ternyata work juga fiturnya kayak tombol sentuh meskipun kadang ganggu tiba-tiba kepencet masuk ke google, tapi oke lah bentuknya...",positive,lucu sangat ribu tws nyata kerja fiturnya kayak tombol sentuh meski kadang ganggu tiba tiba pencet masuk google oke bentuk
5,sudah di coba bagus semoga awet,positive,di coba bagus moga awet
5,"pacing kurang safety... baterai tws nya hanya bertahan 2 jam dipakai dengerin musik, over all lumayan lah untuk harga segitu. thx.",positive,pacing kurang safety baterai tws hanya tahan jam pakai dengerin musik over all lumayan harga segitu terima kasih
3,packingnya bermasalah,neutral,packingnya masalah
5,iya,positive,iya
5,mantap nih,positive,mantap nih
5,semoga awet,positive,moga awet
5,barang aman bisa dipakai buat dengerin udah oke dengan harga segitu worth to try,positive,barang aman pakai buat dengerin udah oke harga segitu harga to try
5,"pemakaian satu bulan lebih, kualitas oke banget untuk harga segitu, mantap gan 👍",positive,pakai satu bulan lebih kualitas oke sangat harga segitu mantap juragan
5,"oke,barang sampe dengan aman",positive,oke barang dengan aman
5,"mantap, produk f9 berfungsi dengan baik, suaranya clear dan enak di telinga.",positive,mantap produk fungsi baik suara jelas enak telinga
5,mantap kerenn,positive,mantap kerenn
5,top. langganan pinzy,positive,baik langgan pinzy
5,"respon cepat tks seller, toped, n pak kurir.",positive,respon cepat terima kasih jual tokopedia pak kurir
5,"barang oke, pengiriman oke, terima kasih ya 😄",positive,barang oke kirim oke terima kasih
3,"lampu tidak nyala, powerbank tdk berfungsi",neutral,lampu tidak nyala powerbank tidak fungsi
4,delay dikit,positive,delay dikit
4,bentuk nya ga sama kaya di foto cesan nya ga masuk ke hp,positive,bentuk tidak sama kaya foto cas tidak masuk ponsel
4,kualitas mantul,positive,kualitas mantap betul
5,dengan harga segini sih udah oke banget,positive,harga gin sih udah oke sangat
5,bagus mantap,positive,bagus mantap
5,"barang sudah diterima dengan selamat dan sdh di coba mantap poll, kemasan rapi kurir ramah dtg tepat waktu pokoknya mantap puolll dah",positive,barang terima selamat sudah coba mantap poll kemas rapi kurir ramah datang tepat waktu pokok mantap puolll dah
5,so far so good,positive,so jauh so bagus
5,"tampilan bagus, charge berfungsi, dapat kabel charger, suara kurang utk telinga emas pemain audio, cukup utk penikmat game",positive,tampil bagus charge fungsi kabel charger suara kurang telinga emas main audio cukup nikmat game
1,"saya baru pertama kali belanja online , kasih bintang satu saking greget nya . ya walaupun jual barang kw dan murah , janganlah sampe ga memperlakukan dengan baik costume...",negative,baru pertama kali belanja online kasih bintang satu saking greget ya walaupun jual barang palsu murah jangan tidak laku baik costume
5,"kotak barang penyok, tapi barang masih ok",positive,kotak barang penyok barang ok
5,all siiip,positive,all sip
5,barang aman cuma kurirnya lelet,positive,barang aman cuma kurir lelet
5,"terbaik no debat, fix barang sesuai dengan harga dan tidak ada cacat serta berfungsi dengan baik",positive,baik tidak debat fix barang sesuai harga tidak cacat fungsi baik
5,kualitas produk sangat baik,positive,kualitas produk sangat baik
5,keren,positive,keren
3,yg satu heandsetnya eror kk maaf 🙏🏻🙏🏻🙏🏻,neutral,satu headsetnya eror kakak maaf
4,"pairing ok cm namanya kok t5 bukan t11.. tapi bs pairing sih.. lumayan lah, ndak putus².. tapi entah earbud nya yg gede atau lubang telinga saya yg kecil.. kl ga dipegang...",positive,ok cuma nama kok bukan bisa sih lumayan tidak putus entah earbud yang besar lubang telinga yang kecil kalau tidak pegang
5,cocok dan pas,positive,cocok pas
5,"bass mntep,mks seller",positive,bass mntep makasih jual
4,"setelah di gunakan selama 2 bulan masih bagus dan suara tergolong ok meskipun toch sensor untuk sebelah kanan sudah di tidak berfungsi karena memang kesalahan saya, untuk...",positive,di lama bulan bagus suara golong ok meski toch sensor belah kanan di tidak fungsi memang salah untuk
3,barang sudah sampai tetapi... headset yg sebelah kiri gaada suaranya 🙃,neutral,barang sampai headset belah kiri gaada suara
5,pesanan sudah diterima sudah dites dan berfungsi dgn baik thanks ya,positive,pesan terima tes fungsi baik terima kasih
5,mantap,positive,mantap
1,"gajelas barang nya, baru di cas langsung penuh, pakai 5 menit mati sendiri, cas lagi 1 menit full 🤣🤣 kacau.. sesuai harga juga sih 55.000 🤣🤣",negative,gajelas barang baru cas langsung penuh pakai menit mati sendiri cas menit full kacau sesuai harga sih
5,terimakasih paket sudah sampai..lumayan suaranya,positive,terima kasih paket sampai lumayan suara
5,kurang puas sih . suaranya ilang2an yg kiri,positive,kurang puas sih suara hilang an kiri
5,"alhamdulillah barangnya sudah sampai dan semuanya berfungsi dengan baik, terima kasih min.",positive,alhamdulillah barang sampai semua fungsi baik terima kasih min
5,"suaranya lumayan,mantap lah",positive,suara lumayan mantap
5,"kualitas barang dan juga pelayanannya bagus, pertahankan terus.",positive,kualitas barang juga layan bagus tahan terus
1,"orang nanya cuma di read, malah kelanjutannya ga di read sama sekali. barang rusak kok dijual!",negative,orang tanya cuma baca malah lanjut tidak baca sama sekali barang rusak kok jual
5,"harganya murah, suara ok, semoga awet",positive,harga murah suara ok moga awet
5,"bekerja dengan baik, bisa dicharge, sayangnya earphone kiri dan kanan beda volume. yang kanan lebih keras & jernih, yang kiri suaranya mendem dan jauh lebih pelan. b...",positive,kerja baik dicharge sayang kiri kanan beda volume kanan lebih keras jernih kiri suara mendem jauh lebih lambat
3,kualitas pengisian baterai nya kurang baik,neutral,kualitas isi baterai kurang baik
3,"kualitas suaranya kurang. masih kalah dengan earphone pakai kabel seharga 50ribuan yang saya pakai sekarang. audio low freq (bass) hampir tidak terdengar, dan kalaupun te...",neutral,kualitas suara kurang kalah pakai kabel harga ribu saya pakai sekarang audio low freq bass hampir tidak dengar kalaupun te
5,"lumayan top 👍, harga segini, desain jg ok, versi m30 berfungsi normal semua cm pinter2nya set equaliser karena bass terlalu bigdoor, 😁",positive,lumayan baik harga gin desain ok versi fungsi normal semua cuma pinter set equaliser bass terlalu bigdoor
5,barang cepat sampai. packing rapi. .. kualitas ok lah sesuai harga.,positive,barang cepat packing rapi kualitas ok sesuai harga
4,"bgus,pengiriman cepat tp yg kiri kurang ngepas di kuping padhl udh coba ganti busa nya juga ttp aja",positive,bagus kirim cepat yang kiri kurang ngepas telinga padahal coba ganti busa juga tetap aja
5,respon cepat. kirim cepat. barang berfungsi. ok,positive,respon cepat kirim cepat barang fungsi ok
5,"overall barang bagus sesuai pesanan, awet terus barang nya, sukses dan berkah slalu buat sellernya 👍☕",positive,seluruh barang bagus sesuai pesan awet terus barang sukses berkah selalu buat sellernya
5,fungsi dengan baiqqq,positive,fungsi baik
5,nyala coy bapak saya jadi seneng deh,positive,nyala coy bapak jadi senang deh
5,lumayan lah,positive,lumayan
5,packing nya rapi & responnya cepet,positive,packing rapi responnya cepat
5,"alhamdulillah barang sudah sampai, semua fitur bekerja dengan baik, suaranya juga lumayan lah untuk harga di bawah 100 ribu, semoga headsetnya bisa awet.",positive,alhamdulillah barang sampai semua fitur kerja baik suara lumayan harga bawah ribu moga headsetnya awet
5,bagus banget barang nya.. mantapp sekali.. recomended seller.. lanjutkan...mantapp jiwa,positive,bagus sangat barang mantap sekali recomended jual lanjut mantap jiwa
5,"barang cepat sampai, kondisinya bagus semoga awet",positive,barang cepat kondisi bagus moga awet
5,"pengiriman cepat sehari sudah sampai, barang sesuai pesanan rapi, semoga bermanfaat dan awet, terimakasih",positive,kirim cepat hari sampai barang sesuai pesan rapi moga manfaat awet terima kasih
5,fast respon seller. recomend. barang sesuai pesanan. bagus,positive,cepat respon jual barang sesuai pesan bagus
4,lumayan tp kdg keluar bunyi kresek2,positive,lumayan kadang keluar bunyi kresek
2,"untuk satu headsetnya susah banget buat dimatiin dengan jari, tempat charging dock tws nya juga kalo gerak dikit otomatis nyala headset di dalam charging dock nya, yaah m...",negative,satu headsetnya susah sangat buat dimatiin jari tempat charging dock tws juga kalo gerak dikit otomatis nyala headset dalam charging dock yaah
5,bagus dan batrenya awet ga cepet abis,positive,bagus baterai awet tidak cepat abis
3,kemasannya rusak tws nya juga rada kurang nyaman tpi lumayan,neutral,kemas rusak tws juga rada kurang nyaman lumayan
5,pembelian kedua.. berfungsi dgn baik,positive,beli fungsi baik
5,mantap,positive,mantap
5,keren...,positive,keren
5,"barang bagus, packing aman, pengiriman cepat, semoga sukses",positive,barang bagus packing aman kirim cepat moga sukses
5,penanganan yg baik dari penjual,positive,tangan baik jual
5,barang sesuai pesanan alhamdulillah berfungsi dengan baik,positive,barang sesuai pesan alhamdulillah fungsi baik
5,makasih kak barang bagus udah diterima baik pengiriman cepat toko amanah kurir baik 👍👍👍👍👍👍,positive,terima kasih kak barang bagus udah terima baik kirim cepat toko amanah kurir baik
3,"rusak sebelah, tws hidup tapi yg sebelah kiri tidak ada suaranya, hanya sebelah kanan yang mengeluarkan suara",neutral,rusak belah tws hidup belah kiri tidak suara belah kanan yang keluar suara
5,"barang sampai dengan selamat, berfungsi dengan baik.",positive,barang selamat fungsi dengan baik
5,"alhamdulillah, paket sudah tiba di tujuan, ku kira akan sampai malam rupanya tidak. packing nya bagus x rapih, barang aman, pengiriman juga sesuai apa yg ku kira, suara e...",positive,alhamdulillah paket tiba tuju ku kira sampai malam rupa tidak packing bagus rapih barang aman kirim sesuai apa ku kira suara
5,"murmer pisan, kualitas hade",positive,murah riah banget kualitas hadeh
5,alhamdulillah berfungsi dengan baik,positive,alhamdulillah fungsi baik
5,mantap dengan harga segitu. cukuplah harga segitu jangan banyak ekspetasi,positive,mantap harga segitu cukup harga segitu jangan banyak ekspektasi
